iso3,year,indicator_code,variable,value
ARG,2014,FR.INR.RINR,real_interest_rate_pct,-11.6006987702161
ARG,2015,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.5742013281649
ARG,2015,FR.INR.RINR,real_interest_rate_pct,-1.31470878459506
ARG,2016,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.70027750562074
ARG,2016,FR.INR.RINR,real_interest_rate_pct,-7.00603984304116
ARG,2017,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.73479928371252
ARG,2017,FR.INR.RINR,real_interest_rate_pct,0.45589283233048
ARG,2018,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,2.95778551361675
ARG,2018,FR.INR.RINR,real_interest_rate_pct,4.56440909873512
ARG,2019,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.7029147138395
ARG,2019,FR.INR.RINR,real_interest_rate_pct,12.1039696489828
ARG,2020,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.15006400338997
ARG,2020,FR.INR.RINR,real_interest_rate_pct,-7.63517421630372
ARG,2021,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.29211290587395
ARG,2021,FR.INR.RINR,real_interest_rate_pct,-11.8618379621172
ARG,2022,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,3.09401335778846
ARG,2022,FR.INR.RINR,real_interest_rate_pct,-9.81968419782898
ARG,2023,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,3.54904853535679
ARG,2023,FR.INR.RINR,real_interest_rate_pct,-17.2542810000346
ARG,2024,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.56400803016664
ARG,2024,FR.INR.RINR,real_interest_rate_pct,-47.4304580263773
ARM,2000,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2000,FR.INR.RINR,real_interest_rate_pct,33.3984630599644
ARM,2001,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2001,FR.INR.RINR,real_interest_rate_pct,21.7821520799662
ARM,2002,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2002,FR.INR.RINR,real_interest_rate_pct,18.347069280194
ARM,2003,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2003,FR.INR.RINR,real_interest_rate_pct,15.5169875894729
